;﻿Stream Item ID;Stream ID;Stream Item URL;Published Date;Account;Stream Item Type;Stream Item Text;Klage;Henvendelse
704;5d16b20579c618eb0f0bb480e14fdb6a;83691;https://vpc1.spredfast.com/item/5d16b20579c618eb0f0bb480e14fdb6a/company_id/501;2017-10-26T02:22:44-07:00[America/Los_Angeles];Page: DR1;comment;Victoria Uggerholm Qvist jeg elsker rosa;;
705;fd68cd6c6e371292ad8449b01c461d92;135935;https://vpc1.spredfast.com/item/fd68cd6c6e371292ad8449b01c461d92/company_id/501;2017-09-01T06:42:13-07:00[America/Los_Angeles];Page: Debatten - DR;comment;Jamen så er det netop godt, at vi har et velfærdssamfund som netop han har betalt godt til, til at hjælpe ham, når han så flytter den nødlidende afdeling af samfundet :/;;
707;597ae93b629a9cf03251f122ab80cd73;135935;https://vpc1.spredfast.com/item/597ae93b629a9cf03251f122ab80cd73/company_id/501;2017-10-12T11:05:03-07:00[America/Los_Angeles];Page: Debatten - DR;comment;Har de regnet udgifter med til   hjemvendte soldater med i de tal. Eller kommer det som e  overraskelse igen?;;
709;a2d1694dcc5b6538b6f986340ef52602;83670;https://vpc1.spredfast.com/item/a2d1694dcc5b6538b6f986340ef52602/company_id/501;2017-11-11T07:51:14-08:00[America/Los_Angeles];Page: DR Mad;comment;Klart. Turbulerede du din and?;;
711;e871d4d09fa4f50b6358619160db0a37;133517;https://vpc1.spredfast.com/item/e871d4d09fa4f50b6358619160db0a37/company_id/501;2017-10-05T14:36:38-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Nanna Weinkauf Poulsen ❤️❤️;;
713;26407fbce4ab22d722fb57c63e95bcce;133517;https://vpc1.spredfast.com/item/26407fbce4ab22d722fb57c63e95bcce/company_id/501;2017-09-24T08:29:39-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Og så ender det med,at vi er i undertal😱 og hva så?;;
714;a5651f68d4ca0238f2c4ac45fbff3fb8;136252;https://vpc1.spredfast.com/item/a5651f68d4ca0238f2c4ac45fbff3fb8/company_id/501;2017-10-24T10:16:06-07:00[America/Los_Angeles];Page: DR Sporten;comment;Det er jo noget fucking lort;;
715;d5d76c96c5505fa228ee079facbddac9;83691;https://vpc1.spredfast.com/item/d5d76c96c5505fa228ee079facbddac9/company_id/501;2017-11-03T03:23:24-07:00[America/Los_Angeles];Page: DR1;comment;Thomas det var da det frækkeste æg, jeg har kendt i hele mit liv;;
718;2f9b165c55c6cf95b4baf4f0476a6a6d;136223;https://vpc1.spredfast.com/item/2f9b165c55c6cf95b4baf4f0476a6a6d/company_id/501;2017-11-12T10:34:40-08:00[America/Los_Angeles];Page: P3 - DR;comment;min livsglæde er den dunse fra i går. den gjorde underværker🙏🏼😂;;
721;0bd88d3a7f0993f7499dd59a15b6190f;132189;https://vpc1.spredfast.com/item/0bd88d3a7f0993f7499dd59a15b6190f/company_id/501;2017-08-31T08:48:55-07:00[America/Los_Angeles];Page: DR3;comment;Mads Wendelboe Krogsgaard Krüger;;
722;a6488e65cd33bd6fe03e2c57392224e5;133517;https://vpc1.spredfast.com/item/a6488e65cd33bd6fe03e2c57392224e5/company_id/501;2017-09-21T06:08:40-07:00[America/Los_Angeles];Page: DR Nyheder;comment;😂😂😂 får han sig stadigvæk en lille lur 😴 under 🚿😂😂😂;;
723;8613e1cd72e0562d6bfc1559abb721b9;136252;https://vpc1.spredfast.com/item/8613e1cd72e0562d6bfc1559abb721b9/company_id/501;2017-10-03T00:02:27-07:00[America/Los_Angeles];Page: DR Sporten;comment;Erik NissenCasper FromDaniel PatrzalekMathias Jensen;;
724;3dfa860871d596c1683eef8be97399ac;136287;https://vpc1.spredfast.com/item/3dfa860871d596c1683eef8be97399ac/company_id/501;2017-10-31T23:11:22-07:00[America/Los_Angeles];Page: dr.dk;post;Hvordan kan jeg få undertekster på dr.dk på mit smart-tv, LG, som kører vistnok på web-OS. På pc'en er der altid undertekster på ikke-danske udsendelser, men ikke på smart-tv'et...PFT;;x
725;1caed151f8ab7f93e46d188a1345dd16;136289;https://vpc1.spredfast.com/item/1caed151f8ab7f93e46d188a1345dd16/company_id/501;2017-10-28T13:29:27-07:00[America/Los_Angeles];Page: DR Koncerthuset;comment;Caroline West - ham her🤣;;
726;739ea7ba9f6779f9b2f4f7299290de94;135935;https://vpc1.spredfast.com/item/739ea7ba9f6779f9b2f4f7299290de94/company_id/501;2017-10-13T06:07:03-07:00[America/Los_Angeles];Page: Debatten - DR;comment;Hun er da helt væk hende der! 🙉🙉🙉🙉🙉🙉🙉🙉🙉🙉;;
728;f4d03e8ebfb49777e1827283c59ccb29;136054;https://vpc1.spredfast.com/item/f4d03e8ebfb49777e1827283c59ccb29/company_id/501;2017-10-26T10:42:21-07:00[America/Los_Angeles];Page: DR P4 København;comment;Forbyd nogle af alle de biler, der kommer flere og flere og der sidder kun en i hver bil.;;
729;f3a3d791625462d62a68459498c10543;136223;https://vpc1.spredfast.com/item/f3a3d791625462d62a68459498c10543/company_id/501;2017-10-22T07:49:22-07:00[America/Los_Angeles];Page: P3 - DR;comment;Dyr er for klamme Sofie Vejbæk Dorthe Gantzel Kallan Janna Skjøth Witfeldt;;
730;490842769130ccade3f313bc927ffb89;136223;https://vpc1.spredfast.com/item/490842769130ccade3f313bc927ffb89/company_id/501;2017-10-19T01:54:20-07:00[America/Los_Angeles];Page: P3 - DR;comment;Christian Jensen hahahah høre den 😂😂😂;;
731;ea0a08f45be817658dc0c54f7993e501;135913;https://vpc1.spredfast.com/item/ea0a08f45be817658dc0c54f7993e501/company_id/501;2017-11-02T14:21:28-07:00[America/Los_Angeles];Page: Aftenshowet - DR1;comment;Dejligt at se og høre dig❤️Du fortjener SÅ meget din succes og Karin har helt ret i alt hvad hun sagde. Og så er det bare skønt at du ikke lader det stige dig til hovedet og stadig har begge ben solidt plantet på jorden -så elsker man dig jo bare endnu mere❤️❤️❤️;;
733;44163e46949c8913ebb8e64d8dc6f60b;133517;https://vpc1.spredfast.com/item/44163e46949c8913ebb8e64d8dc6f60b/company_id/501;2017-11-06T23:56:19-08:00[America/Los_Angeles];Page: DR Nyheder;comment;Kræftens Bekæmpelse støtter jo også forskning i senfølger. At behandlingen har bivirkninger og senfølger er ikke et argument for ikke at blive behandlet, med mindre man hellere vil dø.;;
734;bbea010df7b57acd12fadfc8bf72d860;135935;https://vpc1.spredfast.com/item/bbea010df7b57acd12fadfc8bf72d860/company_id/501;2017-09-12T07:29:16-07:00[America/Los_Angeles];Page: Debatten - DR;comment;Det Ung mod Gammel skel, som finansloven og mediernes fokus skaber;;
735;85a7b8b56c072c89c64c907e1806174a;133517;https://vpc1.spredfast.com/item/85a7b8b56c072c89c64c907e1806174a/company_id/501;2017-10-31T01:55:31-07:00[America/Los_Angeles];Page: DR Nyheder;comment;"Hvad Venstre regeringens end fortager sig, så gavner det ensidig partiets sponseres, storkapitalens, spekulanternes og hele det elitære elite magtvælde. Vores såkaldte repræsentative demokratiske folkestyre, det er gået i udu.Hæderlighed er blevet en fraværende magtfaktor iblandt den voksende skare af elitære magthavere. Mennesker der er gjort teoretisk ""lærde på velfærdsamfundets regning. Er der nogen der ved hvorfor de øjensynligt også har udviklet en afstumpet grisk tilgang til deres arbejdsværdig i den forvaltningsopgave der skal holde vores repræsentativt demokratiske folkestyre funktionsduelig og være renfærdig i sin gøren og laden? Hvor repræsentativt er samfundsudviklingen, set fra de lavere regerede befolkningsgruppers livssituation?Hvordan er det lykkedes landets lærde elite at til side sætte deres ledelses ansvar for fællesskabets funktionalitet, og i stedet loge kammeratlig, at sikre hinanden uhyrlige lønninger, bonusser og aftrædelsesgoder og oven i det frås også en pensionsformuer, der sikrer dem selv livslang veltand. Det er ikke kun uanstændig, det er også kyniske. For deres velstand skabes på bekostning af de lavere rangerede befolkningsgrupperes velstand og samfundsinteresser.  Kik ud over samfundet, hvor befinder velstand og VIP adgangen til alle livets muligheder sig?Ensidet har den elitære magtelite sikret sig selv tårn høje lønninger, bonusser og fidusagtige aftrædelsesordninger og oven i uhyrlige lukrative pensionsformuer der sikrer elitens alderdom, den kan nydes i livslang velstand, og med økonomisk VIP adgang til, at benytte, og nyde, alle livets muligheder.  Stik modsat forhold lever de lavere rangerede befolkningsgrupper der igennem hårdt arbejde har knoklet et helt liv, hvor de er blevet spist af med lønninger der lige akkurat kunne række til leveomkostningerne og en smule ekstra til at købe sig til lidt livets goder. Mange af landet hårdt arbejde befolkning, der nu er folkepensionister, de har ingen, eller kun ubetydelige, pensionsopsparinger. Se ud i landet hvordan landet ubemidlede ældre behandles. Ældre uden elitens forgyldte pensionsformue i baghånd, de er ilde stedt, i det mere og mere kyniske elitært styrede velfærdsamfund, som Venstre regeringen, i den grad, er garant for.";;
736;99ccef6a0b637759585f61a87bf7c49d;132189;https://vpc1.spredfast.com/item/99ccef6a0b637759585f61a87bf7c49d/company_id/501;2017-10-25T05:48:28-07:00[America/Los_Angeles];Page: DR3;comment;skal vi ik ha en kebab hahaha;;
737;66b56798c663ea9b4dd09dfa6409cad6;83691;https://vpc1.spredfast.com/item/66b56798c663ea9b4dd09dfa6409cad6/company_id/501;2017-11-01T13:09:21-07:00[America/Los_Angeles];Page: DR1;comment;jeg er vild med det;;
738;d99e82752ffe7ab22254e650930e5cd8;133517;https://vpc1.spredfast.com/item/d99e82752ffe7ab22254e650930e5cd8/company_id/501;2017-09-06T09:25:13-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Kawa UnarBahouz KanjoMohammed MmhRony Omarاحم احم عالاخبار الدنماركية🤤;;
739;f7ccd8621f7ec55cbcf0be989062d39f;136035;https://vpc1.spredfast.com/item/f7ccd8621f7ec55cbcf0be989062d39f/company_id/501;2017-09-16T22:30:42-07:00[America/Los_Angeles];Page: DR P4 Østjylland;comment;Trine Holm Andersen det ku være sjawwww 😉;;
740;71bb79f7b9e81479f4836956ceaca288;133517;https://vpc1.spredfast.com/item/71bb79f7b9e81479f4836956ceaca288/company_id/501;2017-09-03T06:48:33-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Vanvittig spild af resourcer;;
741;25399703a782b74b813d3c3b7895af00;136074;https://vpc1.spredfast.com/item/25399703a782b74b813d3c3b7895af00/company_id/501;2017-09-17T22:19:02-07:00[America/Los_Angeles];Page: DR P4 Syd og Esbjerg;comment;Nej det er ikke i orden. FET må simpelthen være en udgift man har påregnet. Da man lavede supersygehusende. Rigtig mange har rigtig langt. Man må i sine beregninger, have haft med, at det stadig ville være billigere at lave nye sygehuse og så ha pårørende boende. Selvfølgelig er det en udgift som stiger.;;
742;69d9e0f21eacbd0ebbf6a237f9bec5e0;133517;https://vpc1.spredfast.com/item/69d9e0f21eacbd0ebbf6a237f9bec5e0/company_id/501;2017-09-21T13:00:08-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Å nej det er bare for meget.   Vi skal passe godt på vores vand;;
743;5c3782b961317f02654ff7b49ab3a7aa;136062;https://vpc1.spredfast.com/item/5c3782b961317f02654ff7b49ab3a7aa/company_id/501;2017-10-10T12:18:10-07:00[America/Los_Angeles];Page: DR P4 Nordjylland;comment;Det i udtaler lyder godt nok fornuftigt og gennemtænkt, vurderes på jeres spil, ikke private forhold , sikkerhed osv. Respekt ! Tillykke med jeres gode resultater - held og lykke med både jeres spil og jeres kærlighed 🍀 I 70'erne gik jeg med et badge på min jakke : Kærlighed er stærkest ❤️🇩🇰;;
744;80a947cdd7faff3bd4b6cfb7582ea237;83691;https://vpc1.spredfast.com/item/80a947cdd7faff3bd4b6cfb7582ea237/company_id/501;2017-09-06T14:08:58-07:00[America/Los_Angeles];Page: DR1;comment;Moren er en 😈 over for sin datter Hvad hvælvet har hun hang i 😱😱😱😱;;
745;31551a1db695ecdd2d437c77353b61c6;136223;https://vpc1.spredfast.com/item/31551a1db695ecdd2d437c77353b61c6/company_id/501;2017-10-13T10:43:58-07:00[America/Los_Angeles];Page: P3 - DR;comment;Dan Madsen Anderledes 😂😂;;
746;cbf4bd6d68f5ebb117ef03d647aed46b;133517;https://vpc1.spredfast.com/item/cbf4bd6d68f5ebb117ef03d647aed46b/company_id/501;2017-10-19T00:25:42-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Heidi Bigum du er vist begge af de store og jeg passer vist meget godt på den lille😎;;
747;fcf93c9122022a1da6322ec88a889d82;136285;https://vpc1.spredfast.com/item/fcf93c9122022a1da6322ec88a889d82/company_id/501;2017-11-13T09:24:47-08:00[America/Los_Angeles];Page: dr.dk;comment;Ja det er fandme sjovt :D;;
748;5425699de317bb7684b45daac43e1e14;83691;https://vpc1.spredfast.com/item/5425699de317bb7684b45daac43e1e14/company_id/501;2017-10-24T11:57:15-07:00[America/Los_Angeles];Page: DR1;comment;Maria Rosendahl Hansen 😂;;
749;de883ea616907fbe78335e212f8999ac;133517;https://vpc1.spredfast.com/item/de883ea616907fbe78335e212f8999ac/company_id/501;2017-10-25T03:47:55-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Jeg syntes der skal være tilsyn med alle steder.  Jeg kan anbefale dig at læse om tilsynet og deres bestemmelser. Der er ingen evidens for at offentlige er bedre end private. Jeg mener ikke at væresteder og privatskoler er underlagt de socialttilsyn.;;
750;ba9fb419af386335b74f494d76250bd0;133517;https://vpc1.spredfast.com/item/ba9fb419af386335b74f494d76250bd0/company_id/501;2017-09-22T05:40:40-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Benedicte det' din chance for at blive Prinsesse Bent 😻💂👸;;
752;46eded657b6458de151023080ddf42b3;136094;https://vpc1.spredfast.com/item/46eded657b6458de151023080ddf42b3/company_id/501;2017-11-16T04:22:07-08:00[America/Los_Angeles];Page: Spise med Price - DR;comment;Argh! Hvor LÆKKERT! 😍 det er noteret ☝️️;;
755;38de30dd15c2c1642074741643223e1c;136031;https://vpc1.spredfast.com/item/38de30dd15c2c1642074741643223e1c/company_id/501;2017-09-06T22:49:41-07:00[America/Los_Angeles];Page: DR P2;comment;Eller D. Scarlatti K 141 sonaten;;
757;8cee0c474d91bf3e184b88fd40c3ec42;136054;https://vpc1.spredfast.com/item/8cee0c474d91bf3e184b88fd40c3ec42/company_id/501;2017-11-13T03:43:16-08:00[America/Los_Angeles];Page: DR P4 København;comment;Det er dog tvivlsomt at butikkerne vil sænke priserne. Da fedtafgiften blev indført var der en markant stigning med prisen for ost. Men vi fik ikke billigere ost af når fedtafgiften blev afskaffet. På det sidste er prisen på smør steget med omtrent 50% i løbet af sommeren. Gad vide, hvorfor det er sket.;;
760;116222935d0c044166d8f98a025b4cb1;83691;https://vpc1.spredfast.com/item/116222935d0c044166d8f98a025b4cb1/company_id/501;2017-10-25T12:09:59-07:00[America/Los_Angeles];Page: DR1;comment;“Så er du bare utro med pias kager” HAHAHA, genialt!!!;;
761;377857791c9843cf60120b514bf6cc05;136223;https://vpc1.spredfast.com/item/377857791c9843cf60120b514bf6cc05/company_id/501;2017-09-08T03:10:08-07:00[America/Los_Angeles];Page: P3 - DR;comment;Oliver Junget Tim Mygil-Saraksen Casper Bolette Kjelstrup Nikolaj Wulff 😂😂😂😂;;
764;3032edc719168c5b7e005c5fba256372;133517;https://vpc1.spredfast.com/item/3032edc719168c5b7e005c5fba256372/company_id/501;2017-11-12T00:00:01-08:00[America/Los_Angeles];Page: DR Nyheder;comment;DBU skulle nok have satset på pigerne i stedet. Kæft en dårlig og kedelig indsats;;
765;0afaaa236228238729fe91537e68d1c1;133517;https://vpc1.spredfast.com/item/0afaaa236228238729fe91537e68d1c1/company_id/501;2017-11-04T11:32:50-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Annbritt Lamhauge ja hevdi verid quite the show at fari til!!;;
766;e0d6267cbc39764427b2481796ac81b5;133517;https://vpc1.spredfast.com/item/e0d6267cbc39764427b2481796ac81b5/company_id/501;2017-09-22T08:39:18-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Det er dybt kvindeundertrykkende! Der står ingen steder i Koranen, at kvinder skal bære tørklæde! Det er pga. liderlige muslimske mænd, som finder hår seksuelt ophidsende! Det er tragisk for lige behandling af kønnene, øv;;
769;70c63331154d8031797419c799449b83;133517;https://vpc1.spredfast.com/item/70c63331154d8031797419c799449b83/company_id/501;2017-10-31T08:20:26-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Det er jo helt og aldeles rablende! En bølge af massehysteri har grebet om sig og dømmer nu på må og få med det formål, at iscenesætte sig selv på en andens bekostning. Hvorfor komme 30 - 40 år efter og påstå, at man er et offer? Hvorfor er der ikke kommet en anmeldelse fra offeret, kort tid efter hændelsen? Hvorfor hører vi kun om disse hændelser, hvis de er blevet begået af kendte personer som F.eks. Kevin Spacy? Hvad er det mon disse påståede ofre vil opnå? Stop dette usmagelige hysteri!;;
770;0fb3ce362b04736785852871db93c3f6;83691;https://vpc1.spredfast.com/item/0fb3ce362b04736785852871db93c3f6/company_id/501;2017-09-19T13:42:22-07:00[America/Los_Angeles];Page: DR1;comment;Hahahha ja det var det faktisk 🙄😅😅;;
772;e6e239ba107b049e483da4e6ceea5fdc;135939;https://vpc1.spredfast.com/item/e6e239ba107b049e483da4e6ceea5fdc/company_id/501;2017-09-21T23:33:18-07:00[America/Los_Angeles];Page: Detektor - DR;comment;"LSE må godt have en sjov tankegang, hvis hendes holdninger til børnechecken skal stå til troende. I stedet for at komme med "" papegøje "" snakken om det hjælper på at få folk i arbejde burde der kigges på om det er nødvendigt at de familier der har over 1 mill. i indtægt skal have børnepenge??";;
774;becb2ae42f311455b6c891ebdcb2f680;133517;https://vpc1.spredfast.com/item/becb2ae42f311455b6c891ebdcb2f680/company_id/501;2017-10-12T15:39:51-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Kim Wessmann - sjovt, at du skriver som en NBer -;;
776;9bf92cdb687de5c78f4c462d97fe7395;136252;https://vpc1.spredfast.com/item/9bf92cdb687de5c78f4c462d97fe7395/company_id/501;2017-11-05T05:23:13-08:00[America/Los_Angeles];Page: DR Sporten;comment;Frederik det er mig med en bold 😭;;
778;5b74c07bcef1511c65134d5fab4b3b0f;132189;https://vpc1.spredfast.com/item/5b74c07bcef1511c65134d5fab4b3b0f/company_id/501;2017-10-05T02:19-07:00[America/Los_Angeles];Page: DR3;comment;Det må være værd at undersøge 😄;;
779;acae1acf9282f5bb72155561bcf3dacf;133517;https://vpc1.spredfast.com/item/acae1acf9282f5bb72155561bcf3dacf/company_id/501;2017-11-01T14:07:19-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Vores må være meget interessant;;
782;7e0a37e57eed125d01e3402c0b8ab308;136223;https://vpc1.spredfast.com/item/7e0a37e57eed125d01e3402c0b8ab308/company_id/501;2017-09-28T11:04:16-07:00[America/Los_Angeles];Page: P3 - DR;comment;Freja Andrea Friis Ravn cosplayer om natten, pæn pige om dagen;;
783;47f49bdca7d3955406716ff2efab4724;133517;https://vpc1.spredfast.com/item/47f49bdca7d3955406716ff2efab4724/company_id/501;2017-11-05T02:03:37-08:00[America/Los_Angeles];Page: DR Nyheder;comment;Eller at jer der skriver efter ham er blå øjedeFor naturligvis er der kvinder gør det;;
784;c3d608bd7c9bf73302f50d7beb409d4a;133517;https://vpc1.spredfast.com/item/c3d608bd7c9bf73302f50d7beb409d4a/company_id/501;2017-10-03T22:13:17-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Ja jeg kunne heller ikke tåle det brækkede mig i Lange baner godt jeg stoppede med det;;
786;9a298d7ea312282bf8ae2b6ce9b3212a;133517;https://vpc1.spredfast.com/item/9a298d7ea312282bf8ae2b6ce9b3212a/company_id/501;2017-10-16T03:14:09-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Den har jeg aldrig hørt før, hvor stammer den historie fra?;;
787;f5f5aca054bba27a56182fe939338a51;135948;https://vpc1.spredfast.com/item/f5f5aca054bba27a56182fe939338a51/company_id/501;2017-11-06T11:55:53-08:00[America/Los_Angeles];Page: DR Historie;comment;Annette Scheer Kornbeck så kan du øve tale til konfirmation 😂;;
788;5f6789d982c4ba606eac097c03b189e2;133517;https://vpc1.spredfast.com/item/5f6789d982c4ba606eac097c03b189e2/company_id/501;2017-11-14T06:50:03-08:00[America/Los_Angeles];Page: DR Nyheder;comment;sænk lønnen for de rige, så får de den skatte lettelse som de ønsker;;
789;51168df9db8d49573ff0328dc3bba535;83691;https://vpc1.spredfast.com/item/51168df9db8d49573ff0328dc3bba535/company_id/501;2017-10-04T00:34:08-07:00[America/Los_Angeles];Page: DR1;comment;Sofie Hennecke Mikkelsen Valdemar Hennecke Mikkelsen 😄😘;;
790;8041ab6a28600e5387ed83bef7f615cb;135935;https://vpc1.spredfast.com/item/8041ab6a28600e5387ed83bef7f615cb/company_id/501;2017-09-14T11:36:09-07:00[America/Los_Angeles];Page: Debatten - DR;comment;Brian A Pedersen ja det kan være;;
793;b2c553b4036e698d51cdd95c3b7c67fb;132189;https://vpc1.spredfast.com/item/b2c553b4036e698d51cdd95c3b7c67fb/company_id/501;2017-10-24T11:19:52-07:00[America/Los_Angeles];Page: DR3;comment;Han er bare sådan “ses”;;
794;73a2d35b682c3aebb22038f46ad9d896;132189;https://vpc1.spredfast.com/item/73a2d35b682c3aebb22038f46ad9d896/company_id/501;2017-09-22T08:30:13-07:00[America/Los_Angeles];Page: DR3;comment;elsker elsker hende :D;;
795;6f8370f5a5c56c73bd6853c442840952;133517;https://vpc1.spredfast.com/item/6f8370f5a5c56c73bd6853c442840952/company_id/501;2017-11-13T14:01:15-08:00[America/Los_Angeles];Page: DR Nyheder;comment;Saa sandt Henning !;;
799;5211743c224213ba1f8b3d88862f72ea;83693;https://vpc1.spredfast.com/item/5211743c224213ba1f8b3d88862f72ea/company_id/501;2017-09-25T05:47:14-07:00[America/Los_Angeles];Page: DR2;comment;Marco Damgaard det er genialt sjovt det her;;
800;6f388c6999787d06d3b9679b47c5329d;135974;https://vpc1.spredfast.com/item/6f388c6999787d06d3b9679b47c5329d/company_id/501;2017-09-25T13:45:06-07:00[America/Los_Angeles];Page: DR2;comment;Henrik Reinbach Madsen Torben Reinbach Madsen;;
802;8195b0f78b68fd378cae596c302b95ea;133517;https://vpc1.spredfast.com/item/8195b0f78b68fd378cae596c302b95ea/company_id/501;2017-11-07T00:36:40-08:00[America/Los_Angeles];Page: DR Nyheder;comment;Psykiske sundhedsproblemer... Jep. Hos NRA. Og de politikere, de har købt. Hurra for lobbyisme.;;
803;f72d450e5ce78ce5786c7d7a5efa0a66;83691;https://vpc1.spredfast.com/item/f72d450e5ce78ce5786c7d7a5efa0a66/company_id/501;2017-09-11T10:05:28-07:00[America/Los_Angeles];Page: DR1;comment;Shit, en samtale! - & så med sin datter!! Jeg er tosset med det 👌🏼😂;;
805;33958d1a05d8b341b23f16e26e88adce;135948;https://vpc1.spredfast.com/item/33958d1a05d8b341b23f16e26e88adce/company_id/501;2017-09-27T01:31:39-07:00[America/Los_Angeles];Page: DR Historie;comment;Sigurd Vedsted Drejer ahahaha;;
808;566b68f3834d8270064804cc21a203a2;136055;https://vpc1.spredfast.com/item/566b68f3834d8270064804cc21a203a2/company_id/501;2017-10-30T01:18:29-07:00[America/Los_Angeles];Page: DR P4 København;private_message;Hej Line Du kan tro jeg lytter med, den 16.  november. Men hvis I hver gang I nævner kommunalvalget også nævnte regionsrådsvalget, ville det måske være med til at mange vælgere siger: Regionsvalget, hvornår er det? Tak for at du vendte tilbage. Mange hilsenerHanne Andersen A nr 7Regionsrådskandidat / Regionsrådsmedlem Region Hovedstaden 🌹🌹🌹;;x
810;a56518f5105686994c89922c39c84ff8;136223;https://vpc1.spredfast.com/item/a56518f5105686994c89922c39c84ff8/company_id/501;2017-10-12T02:18:19-07:00[America/Los_Angeles];Page: P3 - DR;comment;Åh, det værste er at man kan sætte sig ind i det meste 😐;;
812;979e8cc20da616587d03fbd6e98b5059;132189;https://vpc1.spredfast.com/item/979e8cc20da616587d03fbd6e98b5059/company_id/501;2017-10-03T12:07:19-07:00[America/Los_Angeles];Page: DR3;comment;Vi er dygtige - og det er din fortjeneste !!👍👍👍👍;;
814;ab533cd778631ca4d4bac143cd13bac3;133517;https://vpc1.spredfast.com/item/ab533cd778631ca4d4bac143cd13bac3/company_id/501;2017-10-24T12:45:08-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Det er gjort - bogen til mine kære - er en stor hjælp - mine forældre havde også udfyldt deres og det gør en svær tid men store beslutninger lidt letter at overskue for de efterladte,  når man ved hvad den døde havde af tanker <3 <3;;
815;7e8ba09821a6d163eb99245727bd4c5c;133517;https://vpc1.spredfast.com/item/7e8ba09821a6d163eb99245727bd4c5c/company_id/501;2017-10-13T04:24:21-07:00[America/Los_Angeles];Page: DR Nyheder;comment;"Claus Nicolas Grimm.    Jeg kan altså godt lide dig og dine meninger. Og forstår hvor du vil hen. Held og lykke i kampen mod de "" kloge"".";;
816;b5c54021808bea82ec2224a62987009d;133517;https://vpc1.spredfast.com/item/b5c54021808bea82ec2224a62987009d/company_id/501;2017-09-22T23:35:16-07:00[America/Los_Angeles];Page: DR Nyheder;comment;næste skridt, mærkater på tøjet;;
817;d6e39c394cd7f935629b1efac879b639;133517;https://vpc1.spredfast.com/item/d6e39c394cd7f935629b1efac879b639/company_id/501;2017-11-10T23:36:24-08:00[America/Los_Angeles];Page: DR Nyheder;comment;Næh... Det da sejt at vinde så meget...;;
818;b8ba5b332434631e5455635d490ffd4d;132189;https://vpc1.spredfast.com/item/b8ba5b332434631e5455635d490ffd4d/company_id/501;2017-09-22T09:35:43-07:00[America/Los_Angeles];Page: DR3;comment;Brian Elnegaard Alette Kastrup Elnegaard;;
819;413d18606e37e8f8e510d9aa758f609e;135974;https://vpc1.spredfast.com/item/413d18606e37e8f8e510d9aa758f609e/company_id/501;2017-09-28T03:31:21-07:00[America/Los_Angeles];Page: DR2;comment;Ja bestemt! Det bliver så bare forskudt, for der er jo ROBINSON..;;
820;4563151fa362e110f749eae302150240;136223;https://vpc1.spredfast.com/item/4563151fa362e110f749eae302150240/company_id/501;2017-11-03T01:46:45-07:00[America/Los_Angeles];Page: P3 - DR;comment;Karoline Gammelgaard hvis man skal pjække, skal man se sommeren 92;;
821;a4e5fb9420de4f2b2bc469e18ef5ac16;132189;https://vpc1.spredfast.com/item/a4e5fb9420de4f2b2bc469e18ef5ac16/company_id/501;2017-09-01T07:12:32-07:00[America/Los_Angeles];Page: DR3;comment;Hvis mine øjne kunne brække sig havde de gjort det fuck hvor genialt;;
822;f7127acf170551e64a6c75fe32f7b9a6;83693;https://vpc1.spredfast.com/item/f7127acf170551e64a6c75fe32f7b9a6/company_id/501;2017-09-26T03:25:40-07:00[America/Los_Angeles];Page: DR2;comment;Jeg har også før været til bondebal 😂😁Har dog aldrig hængt ud på havnen... Der var jeg åbenbart ikke inviteret 😭;;
823;14e276b899a9dccf335ac08e8f909663;133517;https://vpc1.spredfast.com/item/14e276b899a9dccf335ac08e8f909663/company_id/501;2017-09-18T04:51:42-07:00[America/Los_Angeles];Page: DR Nyheder;comment;Stop hvad mine kommentarer eller ordningen ?;;
824;f463e0762cac7fd8d11911f6ce956122;132189;https://vpc1.spredfast.com/item/f463e0762cac7fd8d11911f6ce956122/company_id/501;2017-11-16T12:37:38-08:00[America/Los_Angeles];Page: DR3;comment;ik mig. Jeg siger ik at der farligt alle steder omg;;
825;1762da362ed97334bdbec0df77692d9b;133517;https://vpc1.spredfast.com/item/1762da362ed97334bdbec0df77692d9b/company_id/501;2017-09-18T10:27:49-07:00[America/Los_Angeles];Page: DR Nyheder;comment;David Alonge This dude;;
